Handle,Title,Product_Type,Image_Position,FAL_URL,Local_Path,Alt_Text,Prompt,Status
folding-table-30-x-96-1,"Folding Table  30""  x 96""",,4,https://v3b.fal.media/files/b/0a979c6f/rY64ShTBKr1imYWq_yKBN.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30-x-96-1-gen-4.jpg,"Folding Table  30""  x 96"" - Detail Close-Up","Close-up detail shot of Folding Table  30""  x 96"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
folding-table-60-x-30-1,"Folding Table 60"" x 30""",Uncategorized,2,https://v3b.fal.media/files/b/0a979c6f/nXXIo8tBspdh8qz09xhqU.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-x-30-1-gen-2.jpg,"Folding Table 60"" x 30"" - Office Setting","Professional product photography of Folding Table 60"" x 30"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
folding-table-60-x-30-1,"Folding Table 60"" x 30""",Uncategorized,3,https://v3b.fal.media/files/b/0a979c70/vdBeYMN7ApFAHgxipP3tI.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-x-30-1-gen-3.jpg,"Folding Table 60"" x 30"" - Workspace View","Folding Table 60"" x 30"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
folding-table-60-x-30-1,"Folding Table 60"" x 30""",Uncategorized,4,https://v3b.fal.media/files/b/0a979c70/OqlCS9Yz-GIQFf-JGzC3L.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-60-x-30-1-gen-4.jpg,"Folding Table 60"" x 30"" - Detail Close-Up","Close-up detail shot of Folding Table 60"" x 30"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
folding-table-30x-72,"Folding Table 30""x 72""",Uncategorized,2,https://v3b.fal.media/files/b/0a979c70/dEQDPfGF6qiXxYViYaTfA.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30x-72-gen-2.jpg,"Folding Table 30""x 72"" - Office Setting","Professional product photography of Folding Table 30""x 72"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
folding-table-30x-72,"Folding Table 30""x 72""",Uncategorized,3,https://v3b.fal.media/files/b/0a979c70/7Wh1jGip1E9wAdjm2MLJo.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30x-72-gen-3.jpg,"Folding Table 30""x 72"" - Workspace View","Folding Table 30""x 72"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
folding-table-30x-72,"Folding Table 30""x 72""",Uncategorized,4,https://v3b.fal.media/files/b/0a979c70/c7mYjOOxswvvtWNqYRzwF.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-30x-72-gen-4.jpg,"Folding Table 30""x 72"" - Detail Close-Up","Close-up detail shot of Folding Table 30""x 72"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Uncategorized,2,https://v3b.fal.media/files/b/0a979c71/0icDMC8Z6Pl5Tvsz8Mu0w.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1-gen-2.jpg,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height - Office Setting","Professional product photography of HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder C, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Uncategorized,3,https://v3b.fal.media/files/b/0a979c71/JenZlpn-rxX_MKkbBH6Cx.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1-gen-3.jpg,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height - Workspace View","HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder C, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Uncategorized,4,https://v3b.fal.media/files/b/0a979c71/adyykR6YRbahilzdV9GHS.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1-gen-4.jpg,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height - Detail Close-Up","Close-up detail shot of HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder C, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
folding-table-24-x-48-1,"Folding Table  24""  x 48""",Uncategorized,2,https://v3b.fal.media/files/b/0a979c71/isaE3Yzy1DaXZAI5UHPU7.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-24-x-48-1-gen-2.jpg,"Folding Table  24""  x 48"" - Office Setting","Professional product photography of Folding Table  24""  x 48"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
folding-table-24-x-48-1,"Folding Table  24""  x 48""",Uncategorized,3,https://v3b.fal.media/files/b/0a979c71/MGZyUfVibEQQDDfXVd06a.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-24-x-48-1-gen-3.jpg,"Folding Table  24""  x 48"" - Workspace View","Folding Table  24""  x 48"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
folding-table-24-x-48-1,"Folding Table  24""  x 48""",Uncategorized,4,https://v3b.fal.media/files/b/0a979c71/laTJBZJBV280mSky03CoL.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/folding-table-24-x-48-1-gen-4.jpg,"Folding Table  24""  x 48"" - Detail Close-Up","Close-up detail shot of Folding Table  24""  x 48"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
electronic-lock-business-safes,Electronic Lock Business Safes,,2,https://v3b.fal.media/files/b/0a979c72/feOG6cmDNKp3i9pWCIqnc.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/electronic-lock-business-safes-gen-2.jpg,Electronic Lock Business Safes - Office Setting,"Professional product photography of Electronic Lock Business Safes, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
electronic-lock-business-safes,Electronic Lock Business Safes,,3,https://v3b.fal.media/files/b/0a979c72/BPuKO76toaLXacVGrySZg.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/electronic-lock-business-safes-gen-3.jpg,Electronic Lock Business Safes - Workspace View,"Electronic Lock Business Safes, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
electronic-lock-business-safes,Electronic Lock Business Safes,,4,https://v3b.fal.media/files/b/0a979c72/qdSSyXAV9iGPtZctH9c37.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/electronic-lock-business-safes-gen-4.jpg,Electronic Lock Business Safes - Detail Close-Up,"Close-up detail shot of Electronic Lock Business Safes, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
chair-black-steel-frame-2,Chair Black Steel Frame,Uncategorized,2,https://v3b.fal.media/files/b/0a979c72/4znEX2-bMdK7P01-z23e_.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/chair-black-steel-frame-2-gen-2.jpg,Chair Black Steel Frame - Office Setting,"Professional product photography of Chair Black Steel Frame, a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
chair-black-steel-frame-2,Chair Black Steel Frame,Uncategorized,3,https://v3b.fal.media/files/b/0a979c72/H8qETHyLg3D8UQQ5E2cFm.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/chair-black-steel-frame-2-gen-3.jpg,Chair Black Steel Frame - Workspace View,"Chair Black Steel Frame, a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
chair-black-steel-frame-2,Chair Black Steel Frame,Uncategorized,4,https://v3b.fal.media/files/b/0a979c73/luHHiOjDeJLIvwwL2o_Os.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/chair-black-steel-frame-2-gen-4.jpg,Chair Black Steel Frame - Detail Close-Up,"Close-up detail shot of Chair Black Steel Frame, a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60""",,2,https://v3b.fal.media/files/b/0a979c73/0v8SzZ9sxSGQ3lQ11eXHv.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2-gen-2.jpg,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"" - Office Setting","Professional product photography of L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60""",,3,https://v3b.fal.media/files/b/0a979c73/4L_4VqBJ-cjdc1PCzikbB.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2-gen-3.jpg,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"" - Workspace View","L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60""",,4,https://v3b.fal.media/files/b/0a979c73/yviuLpIfVMWM9aNdI7wGl.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/l-shaped-medium-pile-chair-mat-with-lip-66-x-60-2-gen-4.jpg,"L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"" - Detail Close-Up","Close-up detail shot of L-Shaped Medium Pile Chair Mat With Lip  66"" x 60"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
carpeted-floor-48-x-36-6,"Carpeted Floor - 48"" x 36""",Uncategorized,2,https://v3b.fal.media/files/b/0a979c73/Rg53VEecs0P3E74v-lEJu.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/carpeted-floor-48-x-36-6-gen-2.jpg,"Carpeted Floor - 48"" x 36"" - Office Setting","Professional product photography of Carpeted Floor - 48"" x 36"", a office furniture, on a clean white studio background. Crisp even lighting, sharp detail, slight drop shadow, commercial catalogue style. No people, no text overlays.",OK
carpeted-floor-48-x-36-6,"Carpeted Floor - 48"" x 36""",Uncategorized,3,https://v3b.fal.media/files/b/0a979c74/hkd4gt-tP2NX-4tGGIjMF.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/carpeted-floor-48-x-36-6-gen-3.jpg,"Carpeted Floor - 48"" x 36"" - Workspace View","Carpeted Floor - 48"" x 36"", a office furniture, photographed in a bright modern Canadian office environment. Natural window light, contemporary neutral decor, professional workspace setting. Realistic lifestyle product photo. No people visible, no text overlays.",OK
carpeted-floor-48-x-36-6,"Carpeted Floor - 48"" x 36""",Uncategorized,4,https://v3b.fal.media/files/b/0a979c74/vQtHYBeQvq4LVA4HwPCOp.jpg,/Users/leokatz/Desktop/Office Central/data/generated-images/carpeted-floor-48-x-36-6-gen-4.jpg,"Carpeted Floor - 48"" x 36"" - Detail Close-Up","Close-up detail shot of Carpeted Floor - 48"" x 36"", a office furniture, highlighting material texture, craftsmanship and finish quality. Shallow depth of field, soft studio lighting, muted warm background. Editorial product photography, premium feel. No people, no text overlays.",OK
